state,year,pub_insurance_for_unauth_kids,pub_insurance_lpr_kids,hc_pregnant_unauth,hc_pregnant_lpr,snap_for_immigrants,tuition_equity,financial_aid,e_verify,definition_of_employee,drivers_license,real_id,secure_communities,omnibus,sanctuary_city,annual_score,neg
New York,2012,1,1,1,1,0,1,-1,0,0,-1,0,-1,0,0,2,-3
New York,2013,1,1,1,1,0,1,-1,0,0,-1,0,-1,0,0,2,-3
New York,2014,1,1,1,1,0,1,-1,0,0,-1,0,-1,0,0,2,-3
New York,2015,1,1,1,1,0,1,-1,0,0,-1,0,0,0,0,3,-2
New York,2016,1,1,1,1,0,1,-1,0,0,-1,0,0,0,0,3,-2
New York,2017,1,1,1,1,0,1,-1,0,0,-1,-1,-1,0,0,1,-4
New York,2018,1,1,1,1,0,1,-1,0,0,-1,-1,0,0,0,2,-3
New York,2019,1,1,1,1,0,1,1,0,0,1,-1,0,0,1,7,-1
North Carolina,2011,0,1,-1,1,0,-1,-1,-1,1,-1,0,-1,0,0,-3,-6
North Carolina,2012,0,1,-1,1,0,-1,-1,-1,1,-1,0,-1,0,0,-3,-6
North Carolina,2013,0,1,-1,1,0,-1,-1,-1,1,-1,0,-1,0,0,-3,-6
North Carolina,2014,0,1,-1,1,0,-1,-1,-1,1,-1,0,-1,0,0,-3,-6
North Carolina,2015,0,1,-1,1,0,-1,-1,-1,1,-1,0,0,0,-1,-3,-6
North Carolina,2017,0,1,-1,1,0,-1,-1,-1,1,-1,0,-1,0,-1,-4,-7
North Carolina,2018,0,1,-1,1,0,-1,-1,-1,1,-1,-1,0,0,-1,-4,-7
North Carolina,2019,0,1,-1,1,0,-1,-1,-1,1,-1,-1,0,0,-1,-4,-7
North Dakota,2011,0,-1,-1,-1,0,-1,-1,0,0,-1,1,0,0,0,-5,-6
North Dakota,2012,0,-1,-1,-1,0,-1,-1,0,0,-1,1,-1,0,0,-6,-7
North Dakota,2013,0,-1,-1,-1,0,-1,-1,0,0,-1,1,-1,0,0,-6,-7
North Dakota,2014,0,-1,-1,-1,0,-1,-1,0,0,-1,1,-1,0,0,-6,-7
North Dakota,2015,0,-1,-1,-1,0,-1,-1,0,0,-1,1,0,0,0,-5,-6
North Dakota,2016,0,-1,-1,-1,0,-1,-1,0,0,-1,1,0,0,0,-5,-6
North Dakota,2017,0,-1,-1,-1,0,-1,-1,0,0,-1,1,-1,0,0,-6,-7
North Dakota,2018,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,0,0,-7,-7
North Dakota,2019,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,0,0,-7,-7
Ohio,2011,0,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,0,0,-7,-7
Ohio,2012,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,0,-8,-8
Ohio,2013,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,0,-8,-8
Ohio,2014,0,1,-1,1,0,-1,-1,0,0,-1,-1,-1,0,0,-4,-6
Ohio,2015,0,1,-1,1,0,-1,-1,0,0,-1,-1,0,0,0,-3,-5
Ohio,2016,0,1,-1,1,0,-1,-1,0,0,-1,-1,0,0,0,-3,-5
Ohio,2017,0,1,-1,1,0,-1,-1,0,0,-1,-1,-1,0,0,-4,-6
Ohio,2018,0,1,-1,1,0,-1,-1,0,0,-1,-1,0,0,0,-3,-5
Ohio,2019,0,1,-1,1,0,-1,-1,0,0,-1,-1,0,0,0,-3,-5
Oklahoma,2011,0,-1,1,0,0,1,1,-1,0,-1,1,-1,0,0,0,-4
Oklahoma,2012,0,-1,1,0,0,1,1,-1,0,-1,1,-1,0,0,0,-4
Oklahoma,2013,0,-1,1,0,0,1,1,-1,0,-1,1,-1,0,0,0,-4
Oklahoma,2014,0,-1,1,0,0,1,1,-1,0,-1,1,-1,0,0,0,-4
Oklahoma,2015,0,-1,1,0,0,1,1,-1,0,-1,1,0,0,0,1,-3
Oklahoma,2016,0,-1,1,0,0,1,1,-1,0,-1,1,0,0,0,1,-3
Oklahoma,2017,0,-1,1,0,0,1,1,-1,0,-1,1,-1,0,0,0,-4
Oklahoma,2018,0,-1,1,0,0,1,1,-1,0,-1,1,0,0,0,1,-3
Oklahoma,2019,0,-1,1,0,0,1,1,-1,0,-1,1,0,0,0,1,-3
Oregon,2011,0,1,-1,-1,0,-1,-1,0,1,-1,1,-1,0,1,-2,-6
Oregon,2012,0,1,-1,-1,0,-1,-1,0,1,-1,1,-1,0,1,-2,-6
Oregon,2013,0,1,1,1,0,1,-1,0,1,1,1,-1,0,1,6,-2
Oregon,2014,0,1,1,1,0,1,-1,0,1,-1,1,-1,0,1,4,-3
Oregon,2015,0,1,1,1,0,1,1,0,1,-1,1,0,0,1,7,-1
Oregon,2016,0,1,1,1,0,1,1,0,1,-1,1,0,0,1,7,-1
Oregon,2017,0,1,1,1,0,1,1,0,1,-1,1,-1,0,1,6,-2
Oregon,2018,1,1,1,1,0,1,1,0,1,-1,1,0,0,1,8,-1
Oregon,2019,1,1,1,1,0,1,1,0,1,1,1,0,0,1,10,0
Pennsylvania,2011,0,1,-1,1,0,-1,-1,0,0,-1,1,-1,0,0,-2,-5
Pennsylvania,2012,0,1,-1,1,0,-1,-1,-1,0,-1,1,-1,0,0,-3,-6
Pennsylvania,2013,0,1,-1,1,0,-1,-1,-1,0,-1,1,-1,0,0,-3,-6
Pennsylvania,2014,0,1,-1,1,0,-1,-1,-1,0,-1,1,-1,0,0,-3,-6
Pennsylvania,2015,0,1,-1,1,0,-1,-1,-1,0,-1,1,0,0,0,-2,-5
Pennsylvania,2016,0,1,-1,1,0,-1,-1,-1,0,-1,1,0,0,0,-2,-5
Pennsylvania,2017,0,1,-1,1,0,-1,-1,-1,0,-1,1,-1,0,0,-3,-6
Pennsylvania,2018,0,1,-1,1,0,-1,-1,-1,0,-1,1,0,0,0,-2,-5
Pennsylvania,2019,0,1,-1,1,0,-1,-1,-1,0,-1,-1,0,0,0,-4,-6
Rhode Island,2011,0,1,1,0,0,1,-1,0,0,-1,0,-1,0,0,0,-3
Rhode Island,2012,0,1,1,0,0,1,-1,0,0,-1,0,-1,0,0,0,-3
Rhode Island,2013,0,1,1,0,0,1,-1,0,0,-1,0,-1,0,0,0,-3
Rhode Island,2014,0,1,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-3
Rhode Island,2015,0,1,1,0,0,1,-1,0,0,-1,0,0,0,1,2,-2
Rhode Island,2016,0,1,1,0,0,1,-1,0,0,-1,0,0,0,1,2,-2
Rhode Island,2017,0,1,1,0,0,1,-1,0,0,1,0,-1,0,1,3,-2
Rhode Island,2018,0,1,1,0,0,1,-1,0,0,-1,-1,0,0,1,1,-3
Rhode Island,2019,0,1,1,0,0,1,1,0,0,-1,-1,0,0,1,3,-2
South Carolina,2011,0,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1,-1,-9,-10
South Carolina,2012,0,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1,-1,-9,-10
South Carolina,2013,0,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1,-1,-9,-10
South Carolina,2014,0,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1,-1,-9,-10
South Carolina,2015,0,-1,-1,-1,0,-1,-1,-1,0,-1,1,0,-1,-1,-8,-9
South Carolina,2016,0,-1,-1,-1,0,-1,-1,-1,0,-1,1,0,-1,-1,-8,-9
South Carolina,2017,0,1,-1,1,0,-1,-1,-1,0,-1,1,-1,-1,-1,-5,-8
South Carolina,2018,0,1,-1,1,0,-1,-1,-1,0,-1,-1,0,-1,-1,-6,-8
South Carolina,2019,0,1,-1,1,0,-1,-1,-1,0,-1,-1,0,-1,-1,-6,-8
South Dakota,2011,0,-1,-1,-1,0,-1,-1,0,0,-1,1,-1,0,0,-6,-7
South Dakota,2012,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,0,-8,-8
South Dakota,2013,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,0,-8,-8
South Dakota,2014,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,0,-8,-8
South Dakota,2015,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,0,0,-7,-7
South Dakota,2016,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,0,0,-7,-7
South Dakota,2017,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,0,-8,-8
South Dakota,2018,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,0,0,-7,-7
South Dakota,2019,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,0,0,0,-7,-7
Tennessee,2011,0,-1,-1,0,0,-1,-1,-1,1,-1,0,-1,0,0,-6,-7
Tennessee,2012,0,-1,-1,0,0,-1,-1,-1,1,-1,-1,-1,0,0,-7,-8
Tennessee,2013,0,-1,-1,0,0,-1,-1,-1,1,-1,-1,-1,0,0,-7,-8
Tennessee,2014,0,-1,-1,0,0,-1,-1,-1,1,-1,-1,-1,0,0,-7,-8
Tennessee,2015,0,-1,-1,0,0,-1,-1,-1,1,-1,-1,0,0,0,-6,-7
Tennessee,2016,0,-1,-1,0,0,-1,-1,-1,1,-1,-1,0,0,0,-6,-7
Tennessee,2017,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,0,0,-8,-9
Tennessee,2018,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,0,-1,-8,-9
Tennessee,2019,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,0,-1,-8,-9
Texas,2011,0,1,1,0,0,1,1,0,1,-1,0,-1,0,0,3,-2
Texas,2012,0,1,1,0,0,1,1,0,1,-1,0,-1,0,0,3,-2
Texas,2013,0,1,1,0,0,1,1,0,1,-1,0,-1,0,0,3,-2
Texas,2014,0,1,1,0,0,1,1,-1,1,-1,0,-1,0,0,2,-3
Texas,2015,0,1,1,0,0,1,1,-1,1,-1,0,0,0,0,3,-2
Texas,2016,0,1,1,0,0,1,1,-1,1,-1,-1,0,0,0,2,-3
Texas,2017,0,1,1,0,0,1,1,-1,1,-1,-1,-1,0,0,1,-4
Texas,2018,0,1,1,0,0,1,1,-1,1,-1,-1,0,0,-1,1,-4
Texas,2019,0,1,1,0,0,1,1,-1,1,-1,-1,0,0,-1,1,-4
Utah,2011,0,-1,-1,-1,0,1,-1,-1,0,1,1,-1,-1,0,-4,-7
Utah,2012,0,-1,-1,-1,0,1,-1,-1,0,1,1,-1,-1,0,-4,-7
Utah,2013,0,-1,-1,-1,0,1,-1,-1,0,1,-1,-1,-1,0,-6,-8
Utah,2014,0,-1,-1,-1,0,1,-1,-1,0,1,-1,-1,-1,0,-6,-8
Utah,2015,0,-1,-1,-1,0,1,-1,-1,0,1,-1,0,-1,0,-5,-7
Utah,2016,0,1,-1,-1,0,1,-1,-1,0,1,-1,0,-1,0,-3,-6
Utah,2017,0,1,-1,-1,0,1,-1,-1,0,1,-1,-1,-1,0,-4,-7
Utah,2018,0,1,-1,-1,0,1,-1,-1,0,1,-1,0,-1,0,-3,-6
Utah,2019,0,1,-1,-1,0,1,-1,-1,0,1,-1,0,-1,0,-3,-6
Vermont,2011,0,1,-1,1,0,-1,-1,0,0,-1,0,0,0,0,-2,-4
Vermont,2012,0,1,-1,1,0,-1,-1,0,0,-1,0,-1,0,0,-3,-5
Vermont,2013,0,1,-1,1,0,-1,-1,0,0,1,-1,-1,0,0,-2,-5
Vermont,2014,0,1,-1,1,0,-1,-1,0,0,1,-1,-1,0,1,-1,-5
Vermont,2015,0,1,-1,1,0,-1,-1,0,0,1,-1,0,0,1,0,-4
Vermont,2016,0,1,-1,1,0,-1,-1,0,0,1,-1,0,0,1,0,-4
Vermont,2017,0,1,-1,1,0,-1,-1,0,0,1,-1,-1,0,1,-1,-5
Vermont,2018,0,1,-1,1,0,-1,-1,0,0,1,-1,0,0,1,0,-4
Vermont,2019,0,1,-1,1,0,-1,-1,0,0,1,-1,0,0,1,0,-4
Virginia,2011,0,1,-1,-1,0,-1,-1,0,1,-1,1,-1,0,0,-3,-6
Virginia,2012,0,1,-1,1,0,-1,-1,-1,1,-1,1,-1,0,0,-2,-6
Virginia,2013,0,1,-1,1,0,-1,-1,-1,1,-1,1,-1,0,0,-2,-6
Virginia,2014,0,1,-1,1,0,-1,-1,-1,1,-1,1,-1,0,0,-2,-6
Virginia,2015,0,1,-1,1,0,-1,-1,-1,1,-1,1,0,0,0,-1,-5
Virginia,2016,0,1,-1,1,0,-1,-1,-1,1,-1,1,0,0,0,-1,-5
Virginia,2017,0,1,-1,1,0,-1,-1,-1,1,-1,1,-1,0,0,-2,-6
Virginia,2018,0,1,-1,1,0,-1,-1,-1,1,-1,-1,0,0,0,-3,-6
Virginia,2019,0,1,-1,1,0,-1,-1,-1,1,-1,-1,0,0,0,-3,-6
Washington,2011,1,1,1,1,1,1,-1,0,0,1,1,-1,0,0,6,-2
Washington,2012,1,1,1,1,1,1,-1,0,0,1,1,-1,0,0,6,-2
Washington,2013,1,1,1,1,1,1,-1,0,0,1,1,-1,0,0,6,-2
Washington,2014,1,1,1,1,1,1,1,0,0,1,1,-1,0,0,8,-1
Washington,2015,1,1,1,1,1,1,1,0,0,1,1,0,0,0,9,0
Washington,2016,1,1,1,1,1,1,1,0,0,1,1,0,0,0,9,0
Washington,2017,1,1,1,1,1,1,1,0,0,1,1,-1,0,0,8,-1
Washington,2018,1,1,1,1,1,1,1,0,0,1,-1,0,0,0,7,-1
Washington,2019,1,1,1,1,1,1,1,0,0,1,-1,0,0,1,8,-1
West Virginia,2011,0,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,0,0,-7,-7
West Virginia,2012,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,-9,-9
West Virginia,2013,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,-9,-9
West Virginia,2014,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,-9,-9
West Virginia,2015,0,1,-1,1,0,-1,-1,-1,0,-1,-1,0,0,0,-4,-6
West Virginia,2016,0,1,-1,1,0,-1,-1,-1,0,-1,-1,0,0,0,-4,-6
West Virginia,2017,0,1,-1,1,0,-1,-1,-1,0,-1,-1,-1,0,0,-5,-7
West Virginia,2018,0,1,-1,1,0,-1,-1,-1,0,-1,-1,0,0,0,-4,-6
West Virginia,2019,0,1,-1,1,0,-1,-1,-1,0,-1,-1,0,0,0,-4,-6
Wisconsin,2011,0,1,1,1,0,1,-1,0,0,-1,0,-1,0,0,1,-3
Wisconsin,2012,0,1,1,1,0,1,-1,0,0,-1,0,-1,0,0,1,-3
Wisconsin,2013,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,0,0,-2,-5
Wisconsin,2014,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,0,0,-2,-5
Wisconsin,2015,0,1,1,1,0,-1,-1,0,0,-1,-1,0,0,0,-1,-4
Wisconsin,2016,0,1,1,1,0,-1,-1,0,0,-1,-1,0,0,0,-1,-4
Wisconsin,2017,0,1,1,1,0,-1,-1,0,0,-1,-1,-1,0,0,-2,-5
Wisconsin,2018,0,1,1,1,0,-1,-1,0,0,-1,-1,0,0,0,-1,-4
Wisconsin,2019,0,1,1,1,0,-1,-1,0,0,-1,-1,0,0,0,-1,-4
Wyoming,2011,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-9,-9
Wyoming,2012,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-9,-9
Wyoming,2013,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-9,-9
Wyoming,2014,0,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,0,0,-7,-8
Wyoming,2015,0,-1,-1,1,0,-1,-1,0,-1,-1,-1,0,0,0,-6,-7
Wyoming,2016,0,-1,-1,1,0,-1,-1,0,-1,-1,-1,0,0,0,-6,-7
Wyoming,2017,0,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,0,0,-7,-8
Wyoming,2018,0,-1,-1,1,0,-1,-1,0,-1,-1,-1,0,0,0,-6,-7
Wyoming,2019,0,-1,-1,1,0,-1,-1,0,-1,-1,-1,0,0,0,-6,-7
